ChemicalName,description,preferredNames
Manganese,Abnormal shape of the frontal region,"MMP2,TGFB1,COL1A1,MSX2,TWIST1,GYPC,SIX3,NID1,BUB1,EPB41,XRCC2,LONP1,AMACR,GLI3,OBSL1,FGFR1,FBN2,TBC1D24"
Manganese,Proteinuria,"HMOX1,SIX3,PRDX1,COQ2,ITGA3,TALDO1,MAX,PLCE1,GSN,CHD7,FGFR1,GAS7,COX6B1,SLC37A4"
Manganese,Abnormality of the spinal cord,"ATXN1,SIX3,SMAD2,PRDX1,APP,FBN1,DACT1,XRCC2,MYLK,NFIA,LYST,FGFR1,RAB23,TBC1D24"
Manganese,Abnormal ureter morphology,"SLC25A22,XRCC2,COL18A1,MYLK,LONP1,TBX18,CPT2,GLI3,RAB23,DMXL2"
Manganese,Abnormal thumb morphology,"STUB1,MSX2,TWIST1,WDFY3,COL12A1,FBN1,DACT1,RPS26,XRCC2,LONP1,RPL5,GLI3,CHD7,FGFR1,RAB23,FBN2,TBC1D24,MYT1L"
Manganese,Abnormality of vision,"TGFB1,MSX2,TWIST1,SIX3,PRDX1,APP,ELMO2,WDFY3,LRRK2,BUB1,YWHAG,COQ2,MMP1,FBN1,DACT1,DOK7,SFXN4,XRCC2,COL18A1,CUX1,LONP1,NDUFS2,RBP4,PGK1,GSN,SLC4A11,JAK2,AMACR,LYST,PSAP,CBS,SCN9A,CHD7,FGFR1,BDNF,MED12L,TENM3,FBN2,DNM1L,COX6B1,FOXC1,TBC1D24,MYT1L,AKT3,SNCA"
Manganese,Cystic renal dysplasia,"TBX18,CPT2,TBC1D24"
Manganese,Abnormality of subcutaneous fat tissue,"TGFB1,COL1A1,ATP6V1E1,INSR,FBN1,FGFR1"
Manganese,Colitis,"FERMT1,TGFB1,RFXAP,PRKCD,SLC37A4,TNFAIP3"
Manganese,Corneal opacity,"FERMT1,MMP2,PDGFRB,BUB1,DST,MMP1,COL18A1,CENPF,SLC4A11,ASAH1,FGFR1,RAB23,TENM3,FOXC1"
Manganese,Delayed puberty,"STUB1,TGFB1,MSMO1,ATM,INSR,MMP1,DACT1,CHD7,FGFR1,DNM1L,SLC37A4"
Manganese,Intracranial hemorrhage,"SMAD2,PRDX1,APP,F2,FBN1,MAX,MYLK,CPT2,JAK2,CBS"
Mercury,Phenotypic abnormality,"HMOX1,MMP2,STUB1,PON1,MPO,CYP27B1,C3,APOE,PXDN,SMAD2,IL1B,ANK1,AHSG,APP,CA2,CALM3,CRYAA,TK2,BUB1,BANK1,SLC25A22,CADM1,SLIT3,LIPA,HLA-DQA1,PARK7,SOX18,FN1,SH3PXD2A,PEX14,MACF1,MVB12B,IVNS1ABP,F5,FCGR3A,NDUFS2,MAN1B1,MMP9,GSN,JAK2,IGF1,G6PD,CST3,IFRD1,TF,RELN,GAS7,BDNF,ITIH3,VWA1,MME,SH3BP2,TNFAIP8,HNF1A,CD226,RBFOX3,CFD,ABCB1,TNFAIP3,DCX,PAX6,GCLC,B2M,FECH"
Mercury,Blood protein measurement,"SCG3,PON1,MPO,C3,APOE,PXDN,ANK1,AHSG,CA2,GSTM1,CPN2,BANK1,HSP90AA1,SLC22A8,LIPA,HLA-DQA1,PRDX6,FN1,MACF1,C4BPA,F5,FCGR3A,NDUFS2,MAN1B1,MMP9,GSN,LILRA2,CST3,GSTP1,TF,GNLY,HNF1A,ABCB1,DOCK10"
Mercury,Abnormality of metabolism/homeostasis,"HMOX1,MMP2,STUB1,PON1,MPO,CYP27B1,APOE,ANK1,APP,CA2,CALM3,TK2,BUB1,LIPA,SOX18,FN1,PEX14,IVNS1ABP,F5,FCGR3A,NDUFS2,MAN1B1,GSN,JAK2,IGF1,G6PD,CST3,TF,RELN,GAS7,HNF1A,TNFAIP3,PAX6,GCLC,B2M,FECH"
Mercury,Protein measurement,"SCG3,PON1,MPO,CYP27B1,C3,APOE,PXDN,NOX4,IL1B,BIRC3,ANK1,AHSG,APP,CA2,GSTM1,CPN2,BANK1,CADM1,SLIT3,HSP90AA1,SLC22A8,LIPA,HLA-DQA1,PRDX6,FN1,PEX14,MACF1,C4BPA,F5,FCGR3A,NDUFS2,MAN1B1,MMP9,GSN,TXN,SERPINB1,JAK2,LILRA2,IGF1,G6PD,YWHAZ,CST3,GSTP1,TF,RELN,SHC1,GAS7,BDNF,ITIH3,MME,HTN1,SELENOP,TNFAIP8,CA1,GNLY,HNF1A,CD226,RBFOX3,ABCB1,TNFAIP3,DOCK10,GCLC,FECH"
Mercury,Abnormality of the immune system,"HMOX1,MMP2,STUB1,MPO,C3,APOE,IL1B,ANK1,CA2,TK2,BUB1,SLC25A22,LIPA,HLA-DQA1,SOX18,IVNS1ABP,FCGR3A,GSN,JAK2,G6PD,TF,RELN,MME,SH3BP2,TNFAIP8,CFD,TNFAIP3,PAX6,GCLC,B2M,FECH"
Mercury,Abnormality of the musculoskeletal system,"HMOX1,MMP2,STUB1,PON1,CYP27B1,APOE,SMAD2,ANK1,AHSG,APP,CA2,TK2,BUB1,SLC25A22,SLIT3,LIPA,PARK7,SOX18,FN1,PEX14,MACF1,IVNS1ABP,F5,FCGR3A,NDUFS2,MAN1B1,MMP9,GSN,JAK2,IGF1,IFRD1,TF,RELN,BDNF,VWA1,MME,SH3BP2,HNF1A,TNFAIP3,DCX,PAX6,GCLC,B2M"
Mercury,Abnormality of blood and blood-forming tissues,"HMOX1,MPO,APOE,SMAD2,ANK1,APP,CA2,BUB1,LIPA,FN1,PEX14,IVNS1ABP,F5,FCGR3A,NDUFS2,GSN,JAK2,G6PD,CST3,TF,HNF1A,TNFAIP3,GCLC,B2M,FECH"
Mercury,Abnormality of the nervous system,"MMP2,STUB1,PON1,CYP27B1,APOE,SMAD2,ANK1,AHSG,APP,CA2,CALM3,TK2,BUB1,SLC25A22,CADM1,LIPA,PARK7,SOX18,FN1,SH3PXD2A,PEX14,MACF1,F5,NDUFS2,MAN1B1,GSN,JAK2,IGF1,CST3,IFRD1,RELN,BDNF,ITIH3,VWA1,MME,SH3BP2,HNF1A,ABCB1,TNFAIP3,DCX,PAX6,GCLC,B2M"
Mercury,Abnormality of the skeletal system,"HMOX1,MMP2,STUB1,CYP27B1,APOE,SMAD2,ANK1,AHSG,APP,CA2,TK2,BUB1,SLC25A22,SLIT3,LIPA,SOX18,FN1,PEX14,MACF1,IVNS1ABP,F5,FCGR3A,NDUFS2,MAN1B1,MMP9,IGF1,IFRD1,TF,RELN,BDNF,VWA1,MME,SH3BP2,TNFAIP3,DCX,GCLC,B2M"
Mercury,Abnormality of the vasculature,"HMOX1,MMP2,APOE,SMAD2,ANK1,APP,CA2,CALM3,BUB1,LIPA,SOX18,FN1,SH3PXD2A,IVNS1ABP,F5,NDUFS2,GSN,JAK2,G6PD,CST3,RELN,SH3BP2,ABCB1,DCX,PAX6,GCLC,B2M,FECH"
Mercury,Abnormality of immune system physiology,"HMOX1,MMP2,STUB1,C3,APOE,IL1B,ANK1,TK2,BUB1,SLC25A22,HLA-DQA1,SOX18,IVNS1ABP,FCGR3A,GSN,JAK2,TF,MME,TNFAIP8,CFD,TNFAIP3,PAX6,GCLC,B2M,FECH"
Mercury,Abnormality of the digestive system,"HMOX1,MMP2,STUB1,PON1,CYP27B1,APOE,SMAD2,ANK1,APP,CA2,TK2,BUB1,SLC25A22,LIPA,PARK7,SOX18,PEX14,MACF1,IVNS1ABP,F5,NDUFS2,MAN1B1,GSN,JAK2,G6PD,TF,RELN,SH3BP2,HNF1A,TNFAIP3,DCX,GCLC,B2M,FECH"
Mercury,Increased inflammatory response,"HMOX1,STUB1,C3,APOE,IL1B,ANK1,TK2,HLA-DQA1,SOX18,IVNS1ABP,FCGR3A,GSN,JAK2,MME,TNFAIP8,TNFAIP3,PAX6,GCLC,B2M,FECH"
Mercury,Abnormality of the cardiovascular system,"HMOX1,MMP2,APOE,SMAD2,ANK1,APP,CA2,CALM3,TK2,BUB1,SLC25A22,LIPA,SOX18,FN1,SH3PXD2A,PEX14,IVNS1ABP,F5,NDUFS2,GSN,JAK2,G6PD,CST3,TF,RELN,SH3BP2,HNF1A,ABCB1,DCX,PAX6,GCLC,B2M,FECH"
Mercury,Abnormal skeletal morphology,"HMOX1,MMP2,STUB1,CYP27B1,APOE,SMAD2,ANK1,AHSG,CA2,TK2,BUB1,SLC25A22,SLIT3,SOX18,FN1,PEX14,MACF1,IVNS1ABP,F5,FCGR3A,NDUFS2,MAN1B1,MMP9,IGF1,TF,RELN,BDNF,VWA1,MME,SH3BP2,TNFAIP3,DCX,GCLC,B2M"
Mercury,Abnormality of the urinary system physiology,"HMOX1,CYP27B1,C3,APOE,CA2,TK2,LIPA,SOX18,FN1,F5,NDUFS2,GSN,G6PD,GAS7,BDNF,MME,HNF1A,GCLC,B2M"
Mercury,Abnormality of the skin,"MMP2,STUB1,CYP27B1,APOE,SMAD2,IL1B,ANK1,AHSG,BUB1,LIPA,HLA-DQA1,SOX18,PEX14,IVNS1ABP,F5,NDUFS2,MAN1B1,GSN,JAK2,IGF1,G6PD,TNFAIP8,HNF1A,TNFAIP3,PAX6,GCLC,B2M,FECH"
Mercury,Abnormal nervous system physiology,"MMP2,STUB1,PON1,CYP27B1,APOE,ANK1,AHSG,APP,CA2,CALM3,TK2,BUB1,SLC25A22,LIPA,PARK7,SOX18,FN1,PEX14,MACF1,NDUFS2,MAN1B1,GSN,JAK2,IGF1,CST3,IFRD1,RELN,BDNF,ITIH3,VWA1,MME,SH3BP2,HNF1A,TNFAIP3,DCX,PAX6,GCLC,B2M"
Mercury,Abnormal homeostasis,"HMOX1,MMP2,STUB1,APOE,ANK1,CA2,TK2,BUB1,LIPA,SOX18,FN1,NDUFS2,GSN,JAK2,IGF1,G6PD,RELN,HNF1A,TNFAIP3,PAX6,GCLC,FECH"
Mercury,Abnormality of the genitourinary system,"HMOX1,MMP2,STUB1,CYP27B1,C3,APOE,AHSG,CA2,TK2,BUB1,SLC25A22,LIPA,PARK7,SOX18,FN1,PEX14,F5,NDUFS2,GSN,IGF1,G6PD,GAS7,BDNF,MME,HNF1A,TNFAIP3,DCX,PAX6,GCLC,B2M"
Mercury,Abnormality of the head,"HMOX1,MMP2,STUB1,PON1,CYP27B1,APOE,SMAD2,AHSG,CA2,TK2,BUB1,SLC25A22,LIPA,PARK7,SOX18,PEX14,MACF1,IVNS1ABP,F5,FCGR3A,NDUFS2,MAN1B1,GSN,JAK2,IGF1,RELN,BDNF,VWA1,SH3BP2,RBFOX3,TNFAIP3,DCX,PAX6,GCLC,B2M"
Mercury,Abnormal renal physiology,"HMOX1,C3,APOE,CA2,TK2,SOX18,FN1,F5,NDUFS2,GSN,BDNF,MME,HNF1A,B2M"
Mercury,Abnormality of digestive system physiology,"HMOX1,STUB1,PON1,CYP27B1,ANK1,APP,TK2,SLC25A22,LIPA,PARK7,PEX14,MACF1,IVNS1ABP,F5,NDUFS2,MAN1B1,JAK2,G6PD,RELN,SH3BP2,HNF1A,TNFAIP3,DCX,GCLC,B2M,FECH"
Mercury,Abnormal abdomen morphology,"HMOX1,APOE,ANK1,CA2,TK2,BUB1,LIPA,SOX18,PEX14,NDUFS2,GSN,JAK2,G6PD,HNF1A,GCLC"
Mercury,Abnormality of the face,"HMOX1,MMP2,STUB1,PON1,CYP27B1,APOE,SMAD2,AHSG,CA2,TK2,BUB1,SLC25A22,LIPA,PARK7,SOX18,PEX14,MACF1,IVNS1ABP,F5,FCGR3A,MAN1B1,GSN,JAK2,IGF1,RELN,BDNF,VWA1,SH3BP2,RBFOX3,TNFAIP3,PAX6,GCLC,B2M"
Mercury,Abnormality of cardiovascular system morphology,"HMOX1,MMP2,APOE,SMAD2,ANK1,APP,CALM3,TK2,BUB1,SLC25A22,LIPA,SOX18,FN1,SH3PXD2A,PEX14,F5,NDUFS2,GSN,JAK2,CST3,RELN,ABCB1,DCX,GCLC,B2M"
Mercury,Bilateral ptosis,"TK2,NDUFS2,GSN,IGF1,PAX6"
Mercury,Abnormality of the upper limb,"HMOX1,MMP2,STUB1,CYP27B1,APOE,SMAD2,AHSG,TK2,BUB1,SLC25A22,SOX18,FN1,PEX14,IVNS1ABP,MAN1B1,MMP9,IGF1,RELN,VWA1,MME,GCLC,B2M"
Mercury,Abnormality of the upper urinary tract,"HMOX1,CYP27B1,C3,APOE,CA2,TK2,BUB1,SLC25A22,SOX18,FN1,PEX14,F5,NDUFS2,GSN,BDNF,MME,HNF1A,PAX6,B2M"
Mercury,Pain,"MMP2,PON1,CYP27B1,SMAD2,ANK1,CA2,TK2,LIPA,JAK2,G6PD,VWA1,MME,B2M"
Mercury,Constitutional symptom,"MMP2,PON1,CYP27B1,SMAD2,ANK1,CA2,CALM3,TK2,BANK1,LIPA,IVNS1ABP,JAK2,G6PD,VWA1,MME,CD226,B2M"
Mercury,Abnormal cerebral vascular morphology,"APOE,SMAD2,APP,LIPA,FN1,SH3PXD2A,F5,JAK2,CST3,ABCB1,DCX"
Mercury,Abnormality of the integument,"MMP2,STUB1,CYP27B1,APOE,SMAD2,IL1B,ANK1,AHSG,BUB1,SLC25A22,LIPA,HLA-DQA1,SOX18,PEX14,IVNS1ABP,F5,NDUFS2,MAN1B1,GSN,JAK2,IGF1,G6PD,TNFAIP8,HNF1A,TNFAIP3,PAX6,GCLC,B2M,FECH"
Mercury,Abnormal nephron morphology,"C3,APOE,CA2,TK2,SOX18,FN1,NDUFS2,MME"
Mercury,Morphological central nervous system abnormality,"STUB1,PON1,APOE,SMAD2,AHSG,APP,CA2,TK2,BUB1,SLC25A22,LIPA,FN1,SH3PXD2A,PEX14,MACF1,F5,NDUFS2,MAN1B1,JAK2,IGF1,CST3,IFRD1,RELN,BDNF,MME,ABCB1,DCX,PAX6,GCLC,B2M"
Mercury,Abnormal nervous system morphology,"STUB1,PON1,APOE,SMAD2,AHSG,APP,CA2,TK2,BUB1,SLC25A22,LIPA,FN1,SH3PXD2A,PEX14,MACF1,F5,NDUFS2,MAN1B1,GSN,JAK2,IGF1,CST3,IFRD1,RELN,BDNF,VWA1,MME,DCX,PAX6,GCLC,B2M"
Mercury,Amyloidosis,"APP,GSN,CST3,B2M"
Mercury,Abnormal axial skeleton morphology,"HMOX1,MMP2,STUB1,CYP27B1,APOE,SMAD2,AHSG,CA2,TK2,BUB1,SLC25A22,SOX18,FN1,PEX14,MACF1,IVNS1ABP,FCGR3A,NDUFS2,MAN1B1,IGF1,RELN,BDNF,VWA1,MME,SH3BP2,DCX,GCLC,B2M"
Mercury,Abnormal cardiovascular system physiology,"MMP2,APOE,SMAD2,APP,CALM3,TK2,BUB1,LIPA,FN1,SH3PXD2A,PEX14,F5,NDUFS2,GSN,JAK2,CST3,TF,HNF1A,B2M"
Mercury,Hemolytic anemia,"HMOX1,ANK1,G6PD,TNFAIP3,GCLC,FECH"
Mercury,Abnormality of the abdominal organs,"HMOX1,STUB1,APOE,ANK1,CA2,TK2,LIPA,PEX14,NDUFS2,GSN,JAK2,G6PD,TF,RELN,HNF1A,GCLC,B2M,FECH"
Mercury,Abnormality of the kidney,"HMOX1,CYP27B1,C3,APOE,CA2,TK2,BUB1,SLC25A22,SOX18,FN1,PEX14,F5,NDUFS2,GSN,BDNF,MME,HNF1A,B2M"
Mercury,Pain,"SMAD2,ANK1,TK2,BANK1,LIPA,JAK2,G6PD,MME,CD226,B2M"
Mercury,Renal insufficiency,"C3,APOE,TK2,SOX18,FN1,GSN,BDNF,MME,B2M"
Mercury,Abnormality of skin morphology,"MMP2,STUB1,APOE,SMAD2,ANK1,AHSG,BUB1,LIPA,SOX18,PEX14,IVNS1ABP,F5,NDUFS2,MAN1B1,GSN,JAK2,IGF1,G6PD,HNF1A,PAX6,GCLC,B2M,FECH"
Mercury,Abnormality of the urinary system,"HMOX1,CYP27B1,C3,APOE,CA2,TK2,BUB1,SLC25A22,LIPA,SOX18,FN1,PEX14,F5,NDUFS2,GSN,G6PD,GAS7,BDNF,MME,HNF1A,PAX6,GCLC,B2M"
Mercury,Inflammatory biomarker measurement,"MPO,CYP27B1,APOE,IL1B,FOSL1,GSTM1,BANK1,LIPA,PEX14,MACF1,F5,JAK2,YWHAZ,TF,RELN,GAS7,BDNF,TNFAIP8,HNF1A"
Mercury,Abnormality of higher mental function,"MMP2,STUB1,APOE,AHSG,APP,CA2,TK2,BUB1,SLC25A22,LIPA,PARK7,PEX14,MACF1,NDUFS2,MAN1B1,GSN,JAK2,IGF1,CST3,IFRD1,RELN,BDNF,VWA1,MME,HNF1A,DCX,PAX6,GCLC"
Mercury,Growth abnormality,"HMOX1,MMP2,STUB1,CYP27B1,APOE,SMAD2,ANK1,AHSG,CA2,TK2,BUB1,SLC25A22,LIPA,FN1,PEX14,MACF1,NDUFS2,MAN1B1,MMP9,JAK2,IGF1,RELN,BDNF,HNF1A,DCX,PAX6,GCLC"
Mercury,Abnormal erythrocyte morphology,"HMOX1,ANK1,CA2,LIPA,NDUFS2,JAK2,G6PD,TF,HNF1A,TNFAIP3,GCLC,FECH"
Mercury,Hematological measurement,"SCG3,MPO,CYP27B1,APOE,SMAD2,ANK1,APP,CALM3,BUB1,FOSL1,GSTM1,BANK1,LIPA,RTN4,HLA-DQA1,FN1,SH3PXD2A,PEX14,MACF1,C4BPA,IVNS1ABP,F5,FCGR3A,NDUFS2,GSN,TXN,JAK2,G6PD,IFRD1,TF,SHC1,GAS7,BDNF,ITIH3,PPIA,TNFAIP8,CA1,HNF1A,CD226,NAP1L1,TNFAIP3,DOCK10,GCLC,FECH"
Mercury,Abnormality of the eye,"MMP2,STUB1,APOE,PXDN,SMAD2,AHSG,APP,CA2,CRYAA,TK2,BUB1,SLC25A22,PARK7,PEX14,MACF1,MVB12B,IVNS1ABP,NDUFS2,MAN1B1,GSN,JAK2,IGF1,IFRD1,RELN,BDNF,MME,SH3BP2,HNF1A,TNFAIP3,DCX,PAX6,B2M"
Mercury,Functional abnormality of the gastrointestinal tract,"HMOX1,STUB1,APP,TK2,SLC25A22,MACF1,IVNS1ABP,F5,NDUFS2,JAK2,RELN,TNFAIP3,DCX,GCLC,B2M"
Mercury,Abnormality of the gastrointestinal tract,"HMOX1,STUB1,APOE,APP,TK2,BUB1,SLC25A22,LIPA,PEX14,MACF1,IVNS1ABP,F5,NDUFS2,JAK2,RELN,HNF1A,TNFAIP3,DCX,GCLC,B2M"
Mercury,Abnormal facial skeleton morphology,"HMOX1,MMP2,APOE,SMAD2,CA2,BUB1,SOX18,PEX14,IVNS1ABP,FCGR3A,MAN1B1,IGF1,RELN,BDNF,SH3BP2,GCLC,B2M"
Mercury,Sign or symptom,"PON1,SMAD2,ANK1,TK2,BANK1,LIPA,IVNS1ABP,JAK2,G6PD,MME,CD226,B2M"
Mercury,Abnormality of the respiratory system,"HMOX1,PON1,APOE,SMAD2,TK2,BUB1,SLC25A22,LIPA,SOX18,PEX14,IVNS1ABP,F5,FCGR3A,NDUFS2,GSN,JAK2,RELN,SH3BP2,DCX,PAX6,GCLC,B2M"
Mercury,Abnormality of brain morphology,"STUB1,APOE,SMAD2,AHSG,APP,CA2,TK2,BUB1,SLC25A22,LIPA,FN1,SH3PXD2A,PEX14,MACF1,F5,NDUFS2,MAN1B1,JAK2,IGF1,CST3,IFRD1,RELN,BDNF,MME,ABCB1,DCX,PAX6"
Mercury,Abnormality of the lymphatic system,"HMOX1,APOE,ANK1,CA2,LIPA,SOX18,GSN,JAK2,G6PD,RELN,SH3BP2,GCLC"
Mercury,Growth delay,"HMOX1,MMP2,STUB1,CYP27B1,APOE,ANK1,AHSG,CA2,TK2,BUB1,LIPA,FN1,PEX14,MACF1,NDUFS2,MMP9,IGF1,RELN,BDNF,HNF1A,PAX6"
Mercury,Intracranial hemorrhage,"SMAD2,APP,FN1,F5,JAK2,CST3"
Mercury,Abnormality of limbs,"HMOX1,MMP2,STUB1,CYP27B1,APOE,SMAD2,AHSG,CA2,TK2,BUB1,SLC25A22,SLIT3,SOX18,FN1,PEX14,IVNS1ABP,MAN1B1,MMP9,IGF1,IFRD1,RELN,VWA1,MME,GCLC,B2M"
Mercury,Agitation,"PON1,APP,PARK7,HNF1A,DCX"
Mercury,Anemia,"HMOX1,ANK1,CA2,LIPA,NDUFS2,JAK2,G6PD,TF,TNFAIP3,GCLC,FECH"
Mercury,Abnormal renal glomerulus morphology,"C3,APOE,TK2,SOX18,FN1,MME"
Mercury,Abnormality of the liver,"HMOX1,APOE,ANK1,CA2,TK2,LIPA,PEX14,NDUFS2,JAK2,G6PD,TF,HNF1A,GCLC,B2M,FECH"
Mercury,Abnormal central motor function,"STUB1,PON1,APOE,ANK1,APP,CA2,TK2,SLC25A22,PARK7,PEX14,MACF1,NDUFS2,MAN1B1,GSN,IFRD1,BDNF,VWA1,MME,TNFAIP3,DCX,PAX6,GCLC"
Mercury,Abnormal circulating metabolite concentration,"CYP27B1,APOE,ANK1,APP,CALM3,TK2,LIPA,FN1,PEX14,NDUFS2,IGF1,G6PD,TF,HNF1A,B2M,FECH"
Mercury,Abnormality of the small intestine,"HMOX1,APOE,BUB1,LIPA,IVNS1ABP,TNFAIP3,GCLC"
Mercury,Abnormal skull morphology,"HMOX1,MMP2,STUB1,CYP27B1,APOE,SMAD2,AHSG,CA2,BUB1,SLC25A22,SOX18,PEX14,MACF1,IVNS1ABP,FCGR3A,NDUFS2,MAN1B1,IGF1,RELN,BDNF,SH3BP2,DCX,GCLC,B2M"
Mercury,Visceromegaly,"HMOX1,APOE,ANK1,CA2,TK2,LIPA,PEX14,NDUFS2,JAK2,G6PD,HNF1A,GCLC"
Mercury,Cardiac amyloidosis,"GSN,B2M"
Mercury,Decreased circulating GABA concentration,"APOE,APP"
Mercury,Abnormal liver morphology,"HMOX1,APOE,ANK1,CA2,TK2,LIPA,PEX14,NDUFS2,JAK2,HNF1A,GCLC,B2M,FECH"
Mercury,Abnormal uvea morphology,"MMP2,STUB1,APOE,SMAD2,CRYAA,TK2,PEX14,BDNF,TNFAIP3,PAX6"
Mercury,Generalized abnormality of skin,"STUB1,APOE,SMAD2,ANK1,LIPA,SOX18,PEX14,F5,NDUFS2,GSN,JAK2,G6PD,GCLC,FECH"
Mercury,Postural tremor,"STUB1,PARK7,NDUFS2,PAX6"
Mercury,Abnormality of the musculature,"MMP2,STUB1,PON1,CYP27B1,APOE,ANK1,AHSG,APP,TK2,BUB1,SLC25A22,PARK7,PEX14,MACF1,NDUFS2,MAN1B1,GSN,JAK2,IFRD1,RELN,VWA1,MME,HNF1A,DCX,PAX6,GCLC,B2M"
Mercury,Hepatomegaly,"HMOX1,APOE,ANK1,CA2,TK2,LIPA,PEX14,NDUFS2,JAK2,HNF1A,GCLC"
Mercury,Abnormality of urine homeostasis,"HMOX1,CYP27B1,APOE,TK2,LIPA,FN1,F5,GSN,G6PD,GAS7,HNF1A,GCLC"
Mercury,Abnormal renal morphology,"CYP27B1,C3,APOE,CA2,TK2,BUB1,SLC25A22,SOX18,FN1,PEX14,NDUFS2,MME,HNF1A,B2M"
Mercury,Restlessness,"PON1,APP,PARK7,HNF1A,DCX"
Mercury,Extramedullary hematopoiesis,"ANK1,CA2,JAK2"
Mercury,Abnormal circulating non-proteinogenic amino acid concentration,"APOE,APP,TK2"
Mercury,Abnormal autonomic nervous system physiology,"CALM3,PARK7,GSN,RELN,B2M"
Mercury,Abnormal eye physiology,"MMP2,STUB1,APOE,PXDN,AHSG,APP,CA2,CRYAA,TK2,BUB1,SLC25A22,PARK7,PEX14,MACF1,MVB12B,NDUFS2,MAN1B1,GSN,JAK2,IGF1,IFRD1,BDNF,MME,SH3BP2,TNFAIP3,DCX,PAX6"
Mercury,Corneal opacity,"MMP2,APOE,PXDN,CRYAA,BUB1,PEX14,PAX6"
Mercury,Glaucoma,"STUB1,PXDN,CRYAA,BUB1,PEX14,GSN,BDNF,PAX6"
Mercury,Glomerulopathy,"APOE,TK2,FN1"
Mercury,Hemoptysis,"HMOX1,SMAD2,F5,GCLC"
Mercury,Action tremor,"STUB1,TK2,PARK7,NDUFS2,IFRD1,PAX6"
Mercury,Somatic sensory dysfunction,"STUB1,APOE,APP,TK2,JAK2,IFRD1,VWA1,MME"
Mercury,Abnormal urine metabolite level,"HMOX1,CYP27B1,APOE,TK2,FN1,GSN,G6PD,GAS7,HNF1A,GCLC"
