ChemicalName,description,preferredNames
Cadmium,Hematopoietic system disease,"KRT14,SERPIND1,CYP27B1,TPI1,IL4,HBA2,KRT5,RARA,KRAS,PDGFRB,IL1B,BIRC3,EPAS1,KLKB1,CBFA2T3,G6PC3,RHCE,AMN,ANPEP,RNASE3,FGB,F2,GP6,UNCX,CYBRD1,IKZF1,FIP1L1,ANK2,PAX5,CASP8,F5,RPL5,PGK1,CD52,G6PD,PROS1,BCL2,GP1BB,F11,RPL31,CXCR4,RUNX1T1,ANO6,IL10,C4B,SLC2A1,TET2,SERPINA3,NCAM1,KNG1,HBB,RPL9,RPS7,ALDOA,RPL11,GCLC,B2M,MYD88,FGA"
Cadmium,Amyloidosis,"KRT14,C3,DNAJB9,KRT5,APOE,ADAM10,LYZ,OSMR,APP,CLU,A2M,FN1,APOA4,GSN,CST3,SERPINA1,TGFBI,SERPINA3,HBB,B2M,FGA"
Cadmium,Integumentary system disease,"SNAI2,KRT14,MIF,USB1,CYP27B1,IL4,ODC1,C3,KRT9,SMO,CD68,KRT5,KRT6B,APOE,KRAS,IL1RN,ADAM10,DSG2,IL1B,KLKB1,LEF1,OSMR,EGFR,NR2F6,SHH,KRT16,ANTXR1,DST,KRT2,GSTM1,ITGA3,FBN1,KRT7,SOX18,RPL21,APOA4,CASP8,ELN,COL18A1,SLC29A3,GSN,NOTCH4,EDNRB,SAT1,DSP,LY86,KRT6A,TLR7,ITPR2,IGF1,G6PD,HLA-DRA,CST3,HLA-B,LTA,IL10,SERPINA1,KANK2,PSENEN,MTRNR2L6,TNFAIP3,KNG1,FECH"
Cadmium,Autosomal dominant disease,"SNAI2,B4GALT7,KRT14,SERPIND1,COL1A1,WFS1,DLX4,EGR2,ATXN1,C3,RAC2,SMO,KRT5,KRT6B,APOE,ZSWIM6,NOTCH2,KIF11,LYZ,DNAJB6,CREBBP,IL1B,NOTCH3,KLKB1,KCNC1,CACNA1C,NPC1,RASA1,ANKRD44,ANKH,APP,WNT4,ANO10,ARHGAP15,SHH,SPRED1,CA4,KRT16,COL3A1,F2,PRKACA,KRT2,CLU,FZD2,FBN1,HMG20B,KRT76,SOX18,ANK2,MAP3K6,FAM219B,APOA4,CX3CR1,VCP,ELN,DNMT1,COL4A2,DNAJC5,SCAMP5,SYNE1,F5,PAX2,PDE6C,GSN,AHDC1,EDNRB,FTL,DIS3,DSP,KRT6A,SHOX,ACVRL1,NLRP12,PRKAR1A,CFI,CXCL12,GLI3,PDE1C,BICDL1,CST3,LAT2,KCTD1,MYO7A,CXCR4,RELN,FGFR1,NFIC,LDB3,ZNF30,ANO6,SERPINA1,SLC2A1,TGFBI,SPTBN2,JCHAIN,ATXN2,SERPINA3,VEZF1,CYP1B1,TNFAIP3,NEFL,PLCG2,PAX6,KNG1,HBB,TBC1D24,RPL9,PITX2,RPL11,CHAMP1,B2M,DLX5,FGA,SNCA"
Cadmium,Skin disease,"KRT14,MIF,USB1,CYP27B1,IL4,C3,KRT9,SMO,CD68,KRT5,KRT6B,APOE,KRAS,IL1RN,ADAM10,DSG2,IL1B,KLKB1,LEF1,OSMR,EGFR,NR2F6,SHH,KRT16,ANTXR1,DST,KRT2,GSTM1,ITGA3,FBN1,KRT7,APOA4,CASP8,ELN,COL18A1,GSN,NOTCH4,EDNRB,SAT1,DSP,LY86,KRT6A,TLR7,ITPR2,IGF1,G6PD,HLA-DRA,CST3,HLA-B,LTA,IL10,SERPINA1,KANK2,PSENEN,MTRNR2L6,TNFAIP3,KNG1,FECH"
Cadmium,Disease of cellular proliferation,"KRT14,CEACAM6,SERPIND1,LGALS1,CHGA,TGFB1,COL1A1,NANOG,IL4,EIF1B,BCL9,PYCARD,SMO,CD68,KRT5,APOE,RARA,KRAS,PDGFRB,CREBBP,IL1B,BIRC3,EPAS1,MECOM,LEF1,CBFA2T3,RASA1,ARHGAP26,EGFR,JAZF1,NRG1,WNT4,NR2F6,SHH,ANPEP,MN1,FOS,CALB2,GLUL,DAB2,UNCX,MET,PEG3,KRT7,IKZF1,FIP1L1,PARK7,TRIM24,LARGE1,MAP3K6,APOA4,PAX5,CASP8,VCP,ETS2,NR5A2,S100A8,MLLT11,PAX2,CD52,HCK,TLR7,ACVRL1,ETS1,PRKAR1A,IGF1,ADH6,GAPDH,BCL2,EPHB2,GP5,CDKN1A,CXCR4,FGFR1,HLA-B,RUNX1T1,ESR1,IL10,SLC2A1,MAML2,TET2,TAS2R30,DDIT3,SERPINA3,PECAM1,ABCB1,NCAM1,CCNA2,TCF7L2,ZFHX3,TPM4,LZTR1,B2M,MTUS2,MYD88"
Cadmium,Cancer,"KRT14,CEACAM6,LGALS1,CHGA,TGFB1,COL1A1,NANOG,IL4,EIF1B,BCL9,PYCARD,SMO,CD68,KRT5,APOE,RARA,KRAS,PDGFRB,CREBBP,IL1B,BIRC3,EPAS1,MECOM,CBFA2T3,RASA1,ARHGAP26,EGFR,JAZF1,NRG1,NR2F6,SHH,ANPEP,MN1,FOS,CALB2,DAB2,UNCX,MET,PEG3,KRT7,IKZF1,FIP1L1,PARK7,TRIM24,LARGE1,MAP3K6,APOA4,PAX5,CASP8,VCP,ETS2,NR5A2,S100A8,MLLT11,CD52,HCK,TLR7,ETS1,PRKAR1A,GAPDH,BCL2,EPHB2,GP5,CDKN1A,CXCR4,HLA-B,RUNX1T1,ESR1,IL10,MAML2,TET2,TAS2R30,DDIT3,SERPINA3,PECAM1,ABCB1,NCAM1,CCNA2,TCF7L2,ZFHX3,TPM4,B2M,MTUS2,MYD88"
Cadmium,Immune system disease,"KRT14,APOH,MIF,RIPK3,PFN1,CYP27B1,IL4,C3,RAC2,CD68,KRT5,APOE,KRAS,AKIRIN2,IL1RN,IL12RB2,IL1B,BIRC3,KLKB1,FCGR2A,CD3D,RNASE3,IL7R,DST,F2,BANK1,IL1R2,IKZF1,UBA1,SOX18,FN1,PXK,PIGR,PAX5,CASP8,COL18A1,CD52,NOTCH4,DSP,TLR7,NLRP12,CFI,HLA-DRA,CXCL12,BCL2,SAG,CXCR4,ARPC1B,HLA-B,LTA,IL10,C4B,JCHAIN,TET2,PECAM1,ABCB1,NCAM1,TNFAIP3,NEFL,PLCG2,KNG1,B2M,MYD88"
Cadmium,Organ system cancer,"KRT14,LGALS1,CHGA,TGFB1,COL1A1,IL4,EIF1B,SMO,CD68,KRT5,APOE,RARA,KRAS,PDGFRB,CREBBP,IL1B,BIRC3,EPAS1,CBFA2T3,RASA1,EGFR,JAZF1,NRG1,NR2F6,SHH,ANPEP,MN1,CALB2,UNCX,MET,PEG3,KRT7,IKZF1,FIP1L1,LARGE1,MAP3K6,APOA4,PAX5,CASP8,VCP,NR5A2,S100A8,CD52,HCK,TLR7,PRKAR1A,GAPDH,BCL2,EPHB2,GP5,CDKN1A,CXCR4,HLA-B,RUNX1T1,ESR1,IL10,TET2,TAS2R30,SERPINA3,PECAM1,ABCB1,NCAM1,CCNA2,TCF7L2,ZFHX3,B2M,MTUS2,MYD88"
Cadmium,Musculoskeletal system disease,"B4GALT7,MIF,SLC25A1,MMP2,TGFB1,COL1A1,CYP27B1,COX6A1,SPARC,IL4,CCDC92,EGR2,NR1D1,CD68,APOE,ZSWIM6,PABPC1L,NOTCH2,IL1RN,PDGFRB,DNAJB6,IL1B,FCGR2A,SEC24D,PLOD2,ZIC1,ANKH,SHH,ANTXR1,COL3A1,CALB2,DST,SLC37A2,BANK1,FZD2,A2M,COL12A1,FBN1,LIMS2,IL1R2,EPB41L1,UBA1,DOK7,DMPK,LARGE1,PXK,GFPT1,VCP,ELN,DNMT1,COL18A1,B3GALNT2,SYNE1,UTRN,MMP9,ALPL,NOTCH4,BMP2,DSP,SHOX,PRKAR1A,SLC16A9,HLA-DRA,GLI3,CTDSP2,PLA2G2A,DYSF,KBTBD13,FGFR1,HLA-B,LDB3,LTA,ESR1,LAMP2,ANO6,IL10,C4B,SLC2A1,GATA4,JCHAIN,C1R,SERPINA3,ITGA7,PECAM1,TNFAIP3,NEFL,IGF1R,B2M,DLX5,ALX4"
Cadmium,Genetic disease,"SNAI2,PIGQ,B4GALT7,CHPF2,KRT14,HSD17B10,SERPIND1,SLC25A1,RIPK3,AHCY,USB1,TGFB1,COL1A1,WFS1,CYP27B1,TPI1,COX6A1,LTF,APOB,BCL9,DLX4,CAT,EGR2,ATXN1,C3,RAC2,SMO,CD68,HBA2,KRT5,KRT6B,APOE,ZSWIM6,SLC6A8,KRAS,CD180,NOTCH2,TCN1,OASL,GNS,KIF11,SLC40A1,LYZ,TTC19,DNAJB6,CREBBP,IL1B,NOTCH3,EPAS1,KYNU,KLKB1,VCAN,KCNC1,HYAL1,CACNA1C,G6PC3,NPC1,OSMR,RASA1,ATP6V1B2,DUSP6,FSIP1,SEC24D,ANKRD44,ANKH,APP,WNT4,PSMB4,CRYAA,ANO10,ARHGAP15,SHH,SPRED1,AMN,CD3D,CA4,KRT16,ANTXR1,COL3A1,FGB,DST,F2,GP6,PRKACA,KRT2,RAB6A,TRIB1,DAB2,PHKB,C1QB,CLU,GLS,FZD2,FBN1,SLC25A20,LIMS2,HMG20B,MAFA,KRT76,IKZF1,NXN,UBA1,PARK7,SOX18,DOK7,DMPK,LARGE1,PIGR,ARG1,ANK2,MAP3K6,FAM219B,APOA4,CX3CR1,CASP8,VCP,ELN,DNMT1,VPS13A,COL4A2,DNAJC5,SCAMP5,CNST,B3GALNT2,CENPF,SYNE1,UTRN,F5,PAX2,PDE6C,MAN1B1,SLC29A3,PGK1,CRB2,GSN,AHDC1,ALPL,EDNRB,FTL,DIS3,SLC3A2,APRT,SAT1,DSP,KRT6A,TLR7,SHOX,ACVRL1,NLRP12,CIT,ETS1,PRKAR1A,IGF1,G6PD,PROS1,CFI,CXCL12,GLI3,PDE1C,SLC7A7,BICDL1,CTDSP2,CST3,LAT2,GP1BB,KCTD1,F11,MYO7A,DYSF,CXCR4,KBTBD13,ARPC1B,TMEM67,CHEK1,RELN,FGFR1,NFIC,PRG4,LDB3,SLC22A5,ZNF30,ESR1,LAMP2,ANO6,BDNF,SERPINA1,SLC2A1,TGFBI,SPTBN2,GATA4,PHC1,JCHAIN,PCYT2,ATXN2,SERPINA3,ITGA7,ZNF592,LDLR,VEZF1,SLC37A4,ABCB1,CYP1B1,PSMC3,TNFAIP3,NEFL,PLCG2,TSPAN33,SUGCT,TCF7L2,PAX6,PPT1,KNG1,HBB,TBC1D24,RPL9,PITX2,SLC19A3,ALDOA,RPL11,CHAMP1,LZTR1,B2M,DLX5,ALX4,MYD88,FECH,FGA,HMBS,UCP2,SNCA"
Cadmium,Autosomal genetic disease,"SNAI2,PIGQ,B4GALT7,CHPF2,KRT14,SERPIND1,SLC25A1,RIPK3,USB1,COL1A1,WFS1,CYP27B1,COX6A1,LTF,APOB,DLX4,EGR2,ATXN1,C3,RAC2,SMO,HBA2,KRT5,KRT6B,APOE,ZSWIM6,SLC6A8,CD180,NOTCH2,OASL,GNS,KIF11,LYZ,DNAJB6,CREBBP,IL1B,NOTCH3,EPAS1,KYNU,KLKB1,KCNC1,CACNA1C,G6PC3,NPC1,RASA1,ATP6V1B2,ANKRD44,ANKH,APP,WNT4,PSMB4,ANO10,ARHGAP15,SHH,SPRED1,CD3D,CA4,KRT16,ANTXR1,COL3A1,FGB,DST,F2,GP6,PRKACA,KRT2,RAB6A,CLU,FZD2,FBN1,SLC25A20,LIMS2,HMG20B,KRT76,IKZF1,NXN,PARK7,SOX18,DOK7,LARGE1,PIGR,ANK2,MAP3K6,FAM219B,APOA4,CX3CR1,CASP8,VCP,ELN,DNMT1,VPS13A,COL4A2,DNAJC5,SCAMP5,CNST,B3GALNT2,SYNE1,F5,PAX2,PDE6C,MAN1B1,SLC29A3,CRB2,GSN,AHDC1,ALPL,EDNRB,FTL,DIS3,APRT,SAT1,DSP,KRT6A,SHOX,ACVRL1,NLRP12,CIT,PRKAR1A,IGF1,CFI,CXCL12,GLI3,PDE1C,BICDL1,CTDSP2,CST3,LAT2,GP1BB,KCTD1,F11,MYO7A,DYSF,CXCR4,KBTBD13,ARPC1B,TMEM67,CHEK1,RELN,FGFR1,NFIC,PRG4,LDB3,ZNF30,ESR1,ANO6,SERPINA1,SLC2A1,TGFBI,SPTBN2,GATA4,PHC1,JCHAIN,PCYT2,ATXN2,SERPINA3,ITGA7,ZNF592,VEZF1,SLC37A4,CYP1B1,TNFAIP3,NEFL,PLCG2,SUGCT,PAX6,PPT1,KNG1,HBB,TBC1D24,RPL9,PITX2,SLC19A3,RPL11,CHAMP1,B2M,DLX5,ALX4,FGA,SNCA"
Cadmium,Disease by infectious agent,"CYP27B1,TPI1,HBEGF,IL4,ODC1,C3,APOE,IL1B,JDP2,APP,APEH,CLEC4E,ANTXR1,RNASE3,CLEC7A,F2,C1QB,APOL1,RASA3,LCN2,CD52,C1QC,EDNRB,FTL,SAT1,TLR7,G6PD,YWHAZ,PLA2G2A,GP5,CXCR4,HLA-B,LTA,IL10,PDGFC,HPR,LDLR,MTRNR2L6,SNCA"
Cadmium,Central nervous system disease,"PIGQ,HSD17B10,SLC25A1,PIGH,PFN1,CYP27B1,COX6A1,IL4,EGR2,ATXN1,C3,SMO,CD68,APOE,ADAM10,IL1B,NOTCH3,KCNC1,JDP2,SOD1,MEIS1,EGFR,ANKRD44,ZIC1,APP,KCNMA1,ANO10,SHH,LRRK2,CA4,MN1,IL7R,HCN1,DST,F2,MLC1,C1QB,CLU,GLS,A2M,UBA1,STARD13,PARK7,SKOR1,CTSB,VCP,DNMT1,VPS13A,COL4A2,DNAJC5,SYNE1,CACNA1E,RALGPS2,MMP9,CD52,C1QC,AIF1,FTL,ACVRL1,WASF1,YWHAZ,BICDL1,BCL2,CST3,TMEM67,CHEK1,TKT,RELN,FGFR1,FGF13,IL10,BDNF,SERPINA1,SLC2A1,VAPB,SPTBN2,PCYT2,ATXN2,SERPINA3,ZNF592,NEFL,TSPAN33,ZNHIT3,SUGCT,PPT1,TBC1D24,SLC19A3,EIF2B5,MYD88,SNCA"
Cadmium,Monogenic disease,"SNAI2,PIGQ,B4GALT7,CHPF2,KRT14,HSD17B10,SERPIND1,SLC25A1,RIPK3,USB1,TGFB1,COL1A1,WFS1,CYP27B1,COX6A1,LTF,APOB,DLX4,EGR2,ATXN1,C3,RAC2,SMO,HBA2,KRT5,KRT6B,APOE,ZSWIM6,SLC6A8,KRAS,CD180,NOTCH2,OASL,GNS,KIF11,LYZ,DNAJB6,CREBBP,IL1B,NOTCH3,EPAS1,KYNU,KLKB1,VCAN,KCNC1,CACNA1C,G6PC3,NPC1,RASA1,ATP6V1B2,FSIP1,SEC24D,ANKRD44,ANKH,APP,WNT4,PSMB4,CRYAA,ANO10,ARHGAP15,SHH,SPRED1,CD3D,CA4,KRT16,ANTXR1,COL3A1,FGB,DST,F2,GP6,PRKACA,KRT2,RAB6A,PHKB,CLU,GLS,FZD2,FBN1,SLC25A20,LIMS2,HMG20B,KRT76,IKZF1,NXN,UBA1,PARK7,SOX18,DOK7,DMPK,LARGE1,PIGR,ANK2,MAP3K6,FAM219B,APOA4,CX3CR1,CASP8,VCP,ELN,DNMT1,VPS13A,COL4A2,DNAJC5,SCAMP5,CNST,B3GALNT2,CENPF,SYNE1,UTRN,F5,PAX2,PDE6C,MAN1B1,SLC29A3,PGK1,CRB2,GSN,AHDC1,ALPL,EDNRB,FTL,DIS3,APRT,SAT1,DSP,KRT6A,TLR7,SHOX,ACVRL1,NLRP12,CIT,PRKAR1A,IGF1,PROS1,CFI,CXCL12,GLI3,PDE1C,BICDL1,CTDSP2,CST3,LAT2,GP1BB,KCTD1,F11,MYO7A,DYSF,CXCR4,KBTBD13,ARPC1B,TMEM67,CHEK1,RELN,FGFR1,NFIC,PRG4,LDB3,SLC22A5,ZNF30,ESR1,LAMP2,ANO6,SERPINA1,SLC2A1,TGFBI,SPTBN2,GATA4,PHC1,JCHAIN,PCYT2,ATXN2,SERPINA3,ITGA7,ZNF592,VEZF1,SLC37A4,CYP1B1,PSMC3,TNFAIP3,NEFL,PLCG2,TSPAN33,SUGCT,PAX6,PPT1,KNG1,HBB,TBC1D24,RPL9,PITX2,SLC19A3,RPL11,CHAMP1,LZTR1,B2M,DLX5,ALX4,FGA,SNCA"
Cadmium,Hematologic cancer,"KRT14,IL4,KRT5,RARA,KRAS,PDGFRB,IL1B,BIRC3,CBFA2T3,ANPEP,UNCX,IKZF1,FIP1L1,PAX5,CASP8,CD52,BCL2,CXCR4,RUNX1T1,IL10,TET2,SERPINA3,NCAM1,B2M,MYD88"
Cadmium,Connective tissue disease,"B4GALT7,MIF,MMP2,TGFB1,COL1A1,CYP27B1,SPARC,IL4,CCDC92,NR1D1,CD68,ZSWIM6,NOTCH2,IL1RN,PDGFRB,IL1B,FCGR2A,SEC24D,PLOD2,ZIC1,ANKH,SHH,ANTXR1,COL3A1,CALB2,DST,SLC37A2,BANK1,FZD2,COL12A1,FBN1,IL1R2,EPB41L1,UBA1,PXK,VCP,ELN,COL18A1,MMP9,ALPL,NOTCH4,BMP2,DSP,SHOX,PRKAR1A,SLC16A9,HLA-DRA,GLI3,FGFR1,HLA-B,LTA,ESR1,ANO6,IL10,C4B,SLC2A1,JCHAIN,C1R,SERPINA3,PECAM1,TNFAIP3,IGF1R,DLX5,ALX4"
Cadmium,Nervous system disease,"PIGQ,HSD17B10,SLC25A1,LGALS1,PIGH,FIS1,PFN1,COL1A1,WFS1,CYP27B1,COX6A1,IL4,LTF,EIF1B,APOB,AHR,EGR2,ATXN1,C3,SMO,CD68,APOE,GADD45G,ZSWIM6,CD180,RDH5,IL1RN,ADAM10,KIF11,NOX4,IL1B,NOTCH3,VCAN,KCNC1,JDP2,SOD1,MEIS1,RASA1,EGFR,ANKRD44,ZIC1,APP,KCNMA1,CRYAA,ANO10,SHH,LRRK2,CA4,MN1,IL7R,HCN1,DST,F2,MLC1,GSTM1,C1QB,CLU,MET,GLS,A2M,FBN1,RASA3,UBA1,STARD13,PARK7,SKOR1,DOK7,CTSB,DMPK,LARGE1,GFPT1,CX3CR1,VCP,ELN,DNMT1,COL18A1,VPS13A,COL4A2,DNAJC5,B3GALNT2,SYNE1,KIF14,CACNA1E,RALGPS2,PAX2,PDE6C,RBP4,MMP9,CRB2,GSN,CD52,C1QC,AIF1,FTL,DIS3,ACVRL1,CIT,WASF1,PRKAR1A,IGF1,CFI,YWHAZ,PDE1C,BICDL1,CTDSP2,BCL2,CST3,SPTLC3,MYO7A,SAG,TMEM67,CHEK1,TKT,RELN,FGFR1,FGF13,HLA-B,IL10,BDNF,SERPINA1,SLC2A1,TGFBI,VAPB,TENM3,SPTBN2,PHC1,PCYT2,ATXN2,SERPINA3,ZNF592,PECAM1,WBP2,CYP1B1,PSMC3,CCNA2,NEFL,TSPAN33,ZNHIT3,SUGCT,PAX6,PPT1,TBC1D24,PITX2,SLC19A3,LZTR1,EIF2B5,MYD88,SNCA"
Cadmium,Cardiovascular system disease,"APOH,HMOX1,CHGA,TGFB1,APOB,APOE,GADD45G,KRAS,DSG2,IL12RB2,NOX4,IL1B,CACNA1C,RASA1,COL3A1,CALB2,F2,FBN1,SELE,FIP1L1,STARD13,ANK2,TPM1,ELN,COL4A2,UTRN,MMP9,ALPL,AIF1,DSP,ACVRL1,PRKAR1A,TFAP2B,CXCL12,BCL2,KBTBD13,ATP2B1,HLA-B,LDB3,IL10,BDNF,SLC2A1,GATA4,PECAM1,ZFHX3,PITX2"
Cadmium,Primary cutaneous amyloidosis,"KRT14,C3,KRT5,APOE,OSMR,GSN,CST3,SERPINA1"
Cadmium,Alzheimers disease,"APOE,ADAM10,APP,CLU,A2M,CTSB,RALGPS2,CST3,BDNF,SERPINA3,SNCA"
Cadmium,Vascular disease,"APOH,HMOX1,TGFB1,APOB,APOE,GADD45G,IL12RB2,NOX4,IL1B,RASA1,COL3A1,F2,FBN1,SELE,STARD13,ELN,COL4A2,MMP9,ALPL,AIF1,ACVRL1,CXCL12,BCL2,ATP2B1,HLA-B,IL10,BDNF,SLC2A1,PECAM1"
Cadmium,Urinary system disease,"TGFB1,WFS1,CYP27B1,C3,DNAJB9,CD68,IL1RN,CREBBP,EPAS1,THY1,WNT4,RNASE3,F2,MET,APOL1,PKD2L1,HMG20B,KRT7,TNFSF13,FN1,LARGE1,APOA4,COL18A1,PAX2,LCN2,HCK,SLC3A2,STX2,CFI,CST3,GP5,CDKN1A,TMEM67,C4B,B2M"
Cadmium,Prion disease,"C3,APOE,APP,C1QB,C1QC,YWHAZ,SNCA"
Cadmium,Leukemia,"RARA,KRAS,PDGFRB,IL1B,CBFA2T3,ANPEP,UNCX,IKZF1,FIP1L1,CASP8,CD52,BCL2,RUNX1T1,TET2,SERPINA3,NCAM1"
Cadmium,Kidney disease,"TGFB1,WFS1,CYP27B1,C3,DNAJB9,CD68,IL1RN,EPAS1,THY1,F2,MET,APOL1,PKD2L1,HMG20B,KRT7,TNFSF13,FN1,APOA4,COL18A1,PAX2,LCN2,HCK,SLC3A2,STX2,CFI,CST3,TMEM67,C4B,B2M"
Cadmium,Bone disease,"B4GALT7,MIF,MMP2,TGFB1,COL1A1,CYP27B1,SPARC,IL4,NR1D1,ZSWIM6,NOTCH2,IL1B,FCGR2A,SEC24D,PLOD2,ZIC1,ANKH,SHH,SLC37A2,FZD2,FBN1,IL1R2,EPB41L1,PXK,VCP,COL18A1,MMP9,ALPL,BMP2,SHOX,PRKAR1A,SLC16A9,GLI3,FGFR1,HLA-B,ESR1,ANO6,IL10,SLC2A1,JCHAIN,SERPINA3,PECAM1,TNFAIP3,IGF1R,DLX5,ALX4"
Cadmium,Lower respiratory tract disease,"CHGA,TGFB1,IL4,CHI3L1,KRAS,RHEB,IL1B,EGFR,NRG1,RNASE3,CLEC7A,CALB2,F2,MET,FIP1L1,ELN,COL18A1,FTL,DSP,MUC7,IL10,SERPINA1,NCAM1,HBB,MTUS2"
Cadmium,Primary immunodeficiency disease,"APOH,MIF,CYP27B1,IL4,C3,RAC2,IL1RN,IL12RB2,IL1B,KLKB1,FCGR2A,CD3D,IL7R,DST,F2,BANK1,IL1R2,IKZF1,UBA1,PXK,PIGR,COL18A1,NOTCH4,DSP,TLR7,NLRP12,CFI,HLA-DRA,CXCL12,SAG,CXCR4,ARPC1B,HLA-B,LTA,IL10,C4B,ABCB1,TNFAIP3,NEFL,PLCG2,KNG1"
Cadmium,Familial visceral amyloidosis,"APOE,LYZ,APOA4,SERPINA1,HBB,B2M,FGA"
Cadmium,Lung disease,"CHGA,TGFB1,IL4,KRAS,RHEB,IL1B,EGFR,NRG1,CLEC7A,F2,MET,FIP1L1,ELN,COL18A1,FTL,DSP,IL10,SERPINA1,NCAM1,HBB,MTUS2"
Cadmium,Finnish type amyloidosis,"C3,APOE,GSN,CST3,SERPINA1"
Cadmium,Lymphoma,"KRT14,IL4,KRT5,BIRC3,IKZF1,PAX5,CASP8,CD52,BCL2,CXCR4,IL10,TET2,NCAM1,B2M,MYD88"
Cadmium,Physical disorder,"B4GALT7,NTN1,SLC25A1,TPI1,DLX4,CD68,HBA2,ZSWIM6,KIF11,KLKB1,G6PC3,SHH,AMN,FGB,F2,COL12A1,FBN1,DOK7,LARGE1,ANK2,GFPT1,CNST,B3GALNT2,KIF14,RPL5,MAN1B1,PGK1,CRB2,CIT,G6PD,TFAP2B,GLI3,CTDSP2,MYO7A,SAG,RPL31,KBTBD13,RELN,FGFR1,SLC2A1,GATA4,PHC1,ITGA7,SLC37A4,CYP1B1,PAX6,GRB10,HBB,RPL9,RPS7,ALDOA,RPL11,GCLC,ALX4,FGA"
Cadmium,Creutzfeldt-Jakob disease,"C3,APOE,C1QB,C1QC,YWHAZ"
Cadmium,Dementia,"APOE,NOTCH3,SOD1,APP,VCP,BDNF,SNCA"
Cadmium,Toxic encephalopathy,"IL1B,APP,AIF1,BDNF,SNCA"
Cadmium,Brain disease,"PIGQ,SLC25A1,PIGH,ATXN1,C3,SMO,APOE,IL1B,NOTCH3,KCNC1,JDP2,SOD1,EGFR,ANKRD44,ZIC1,APP,KCNMA1,ANO10,SHH,LRRK2,CA4,HCN1,F2,MLC1,C1QB,GLS,STARD13,PARK7,VCP,DNMT1,VPS13A,COL4A2,SYNE1,CACNA1E,MMP9,C1QC,AIF1,ACVRL1,WASF1,YWHAZ,BICDL1,BCL2,TMEM67,CHEK1,TKT,RELN,FGF13,BDNF,SLC2A1,SPTBN2,ATXN2,ZNF592,NEFL,ZNHIT3,SUGCT,PPT1,TBC1D24,SLC19A3,EIF2B5,SNCA"
Cadmium,Lymphatic system cancer,"KRT14,IL4,KRT5,BIRC3,IKZF1,PAX5,CASP8,CD52,BCL2,CXCR4,IL10,TET2,PECAM1,NCAM1,B2M,MYD88"
Cadmium,Gastrointestinal system disease,"NTN1,CHGA,TGFB1,COL1A1,IL4,LTF,KRT5,KRAS,NOTCH2,GUCY2C,IL12RB2,IL1B,EGFR,ANKH,NRG1,ARHGAP15,APEH,SHH,LRRK2,ANTXR1,GLUL,F2,MET,PEG3,KRT7,MAP3K6,PAX9,S100A8,MMP9,EDNRB,STX2,GLI3,GAPDH,BCL2,LAT2,CDKN1A,AMER3,SLC22A5,ESR1,IL10,SERPINA1,TAS2R30,LDLR,ABCB1,TCF7L2,SNCA"
Cadmium,Nonepidermolytic palmoplantar keratoderma,"KRT6B,DSG2,KRT16,DSP,KRT6A"
Cadmium,Bone structure disease,"MMP2,COL1A1,CYP27B1,FBN1,MMP9,BMP2,IGF1R"
Cadmium,Corneal disease,"LGALS1,LTF,APOB,APOE,IL1RN,IL1B,CLU,COL18A1,TGFBI,PECAM1,CYP1B1,PAX6,PITX2"
Cadmium,Parasitic protozoa infectious disease,"TPI1,IL4,ODC1,JDP2,APOL1,G6PD,IL10,HPR"
Cadmium,Intestinal disease,"CHGA,TGFB1,IL4,KRAS,IL1B,EGFR,NRG1,ARHGAP15,LRRK2,KRT7,MMP9,EDNRB,STX2,GLI3,GAPDH,BCL2,CDKN1A,SLC22A5,IL10,SERPINA1,ABCB1,TCF7L2,SNCA"
Cadmium,Lymphatic system disease,"KRT14,IL4,CD68,KRT5,BIRC3,FCGR2A,F2,IKZF1,SOX18,PAX5,CASP8,CD52,BCL2,CXCR4,IL10,TET2,PECAM1,NCAM1,B2M,MYD88"
Cadmium,Respiratory system disease,"CHGA,TGFB1,IL4,CHI3L1,KRAS,RHEB,IL1B,EGFR,NRG1,RNASE3,CLEC7A,CALB2,F2,MET,FIP1L1,ELN,COL18A1,FTL,DSP,TLR7,HLA-B,MUC7,IL10,SERPINA1,NCAM1,HBB,MTUS2"
Cadmium,Gelatinous drop-like corneal dystrophy,"LTF,APOE,CLU,TGFBI"
Cadmium,APP-related cerebral amyloid angiopathy,"APOE,APP,CST3,SERPINA3"
Cadmium,Organ system benign neoplasm,"KRT14,CHGA,CD68,KRT5,KRAS,PDGFRB,LEF1,RASA1,JAZF1,WNT4,CALB2,GLUL,KRT7,PAX2,ACVRL1,PRKAR1A,IGF1,ADH6,GP5,FGFR1,ESR1,SLC2A1,PECAM1,LZTR1"
Cadmium,Epithelial and subepithelial dystrophy,"LTF,APOE,CLU,COL18A1,TGFBI"
Cadmium,Blood coagulation disease,"SERPIND1,KLKB1,FGB,F2,GP6,F5,PROS1,GP1BB,F11,ANO6,C4B,KNG1,FGA"
Cadmium,Palmoplantar keratosis,"KRT14,KRT9,KRT6B,DSG2,KRT16,KRT2,DSP,KRT6A,KANK2"
Cadmium,Anemia,"TPI1,HBA2,KLKB1,RHCE,AMN,CYBRD1,ANK2,RPL5,PGK1,G6PD,RPL31,SLC2A1,HBB,RPL9,RPS7,ALDOA,RPL11,GCLC"
